# The following table is formatted as tab separated values. 
#GeneId	GeneName	BioType	Bases affected (DOWNSTREAM)	Total score (DOWNSTREAM)	Length (DOWNSTREAM)	Bases affected (EXON)	Total score (EXON)	Length (EXON)	Bases affected (GENE)	Total score (GENE)	Length (GENE)	Bases affected (INTRON)	Total score (INTRON)	Length (INTRON)	Bases affected (NONE)	Total score (NONE)	Length (NONE)	Bases affected (SPLICE_SITE_ACCEPTOR)	Total score (SPLICE_SITE_ACCEPTOR)	Length (SPLICE_SITE_ACCEPTOR)	Bases affected (SPLICE_SITE_DONOR)	Total score (SPLICE_SITE_DONOR)	Length (SPLICE_SITE_DONOR)	Bases affected (UPSTREAM)	Total score (UPSTREAM)	Length (UPSTREAM)	Bases affected (UTR_3_PRIME)	Total score (UTR_3_PRIME)	Length (UTR_3_PRIME)	Bases affected (UTR_5_PRIME)	Total score (UTR_5_PRIME)	Length (UTR_5_PRIME)	Count (CODON_CHANGE_PLUS_CODON_DELETION)	Count (CODON_CHANGE_PLUS_CODON_INSERTION)	Count (CODON_DELETION)	Count (CODON_INSERTION)	Count (DOWNSTREAM)	Count (EXON)	Count (FRAME_SHIFT)	Count (INTRON)	Count (NON_SYNONYMOUS_CODING)	Count (NON_SYNONYMOUS_START)	Count (SPLICE_SITE_ACCEPTOR)	Count (SPLICE_SITE_DONOR)	Count (START_LOST)	Count (STOP_GAINED)	Count (STOP_LOST)	Count (SYNONYMOUS_CODING)	Count (SYNONYMOUS_START)	Count (SYNONYMOUS_STOP)	Count (UPSTREAM)	Count (UTR_3_PRIME)	Count (UTR_5_PRIME)
CHAC1	CHAC1	mRNA	0	0	5000	1	0	1560	3	0	3082	2	0	1522	0	0	0	0	0	6	0	0	6	0	0	5000	0	0	745	0	0	20	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
CHAC2	CHAC2	mRNA	0	0	5000	0	0	1275	0	0	7359	0	0	6084	0	0	0	0	0	4	0	0	4	1	0	5000	0	0	625	1	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
CHAD	CHAD	mRNA	6	0	5000	1	0	1695	0	0	4375	0	0	2680	0	0	0	0	0	6	0	0	6	1	0	5000	0	0	562	0	0	53	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
CHADL	CHADL	mRNA	3	0	5000	0	0	2533	2	0	11422	2	0	8889	0	0	0	0	0	10	0	0	10	0	0	5000	0	0	194	0	0	50	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CHAF1A	CHAF1A	mRNA	1	0	5000	3	0	3343	16	0	40735	12	0	37392	0	0	0	0	0	28	0	0	28	2	0	5000	1	0	372	0	0	100	0	0	0	0	1	0	0	12	2	0	0	0	0	0	0	1	0	0	2	1	0
CHAF1B	CHAF1B	mRNA	0	0	5000	0	0	2279	8	0	31437	8	0	29158	0	0	0	0	0	26	0	0	26	0	0	5000	0	0	461	0	0	138	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
CHAMP1	CHAMP1	mRNA	0	0	5000	1	0	3818	1	0	12839	0	0	9021	0	0	0	0	0	8	0	0	4	0	0	5000	0	0	1047	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CHAT	CHAT	mRNA	0	0	5000	34	0	2728	74	0	56010	41	0	53282	0	0	0	0	0	32	0	0	34	3	0	9942	0	0	58	3	0	777	0	0	0	0	0	0	0	41	31	0	0	0	0	2	0	1	0	0	3	0	3
CHCHD1	CHCHD1	mRNA	1	0	5000	0	0	844	0	0	1599	0	0	755	0	0	0	0	0	4	0	0	4	0	0	5000	0	0	461	0	0	26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHCHD10	CHCHD10	mRNA	3	0	5000	2	0	682	5	0	2121	3	0	1439	0	0	0	0	0	6	0	0	6	0	0	5000	0	0	173	0	0	80	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0
CHCHD2	CHCHD2	mRNA	0	0	5000	0	0	815	4	0	4922	1	0	4107	0	0	0	0	0	6	0	0	6	0	0	5000	1	0	278	2	0	81	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2
CHCHD3	CHCHD3	mRNA	0	0	5000	0	0	1590	12	0	297206	11	0	295616	0	0	0	0	0	14	0	0	14	0	0	5000	0	0	775	1	0	131	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1
CHCHD4	CHCHD4	mRNA	0	0	5000	0	0	1604	0	0	12795	0	0	11191	0	0	0	0	0	6	0	0	6	0	0	5000	0	0	810	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHCHD5	CHCHD5	mRNA	0	0	5000	0	0	673	5	0	4582	3	0	3909	0	0	0	0	0	6	0	0	6	0	0	5000	1	0	151	1	0	189	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1
CHCHD6	CHCHD6	mRNA	1	0	5000	0	0	1020	4	0	256201	4	0	255181	0	0	0	0	0	14	0	0	14	0	0	5000	0	0	219	0	0	93	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
CHCHD7	CHCHD7	mRNA	0	0	5000	0	0	1730	1	0	6862	1	0	5132	0	0	0	0	0	10	0	0	10	0	0	5000	0	0	1313	0	0	206	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CHD1	CHD1	mRNA	0	0	5000	1	0	6457	7	0	71331	6	0	64874	0	0	0	0	0	68	0	0	68	0	0	5000	0	0	1176	0	0	148	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0
CHD1L	CHD1L	mRNA	2	0	5000	9	0	3014	51	0	53157	43	0	50143	0	0	0	0	0	46	0	0	44	3	0	5000	1	0	257	1	0	560	0	0	0	0	2	9	0	43	5	0	0	0	0	0	0	3	0	0	3	1	1
CHD2	CHD2	mRNA	5	0	10000	5	0	9521	38	0	127687	32	0	118166	0	0	0	0	0	76	0	0	76	0	0	5000	1	0	3455	0	0	575	0	0	0	0	5	0	0	32	1	0	0	0	0	0	0	4	0	0	0	1	0
CHD3	CHD3	mRNA	0	0	5000	2	0	7604	11	0	27953	9	0	20349	0	0	0	0	0	78	0	0	80	1	0	9046	0	0	1172	0	0	152	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	1	0	0	1	0	0
CHD4	CHD4	mRNA	2	0	5000	3	0	6497	14	0	37304	10	0	30807	0	0	0	0	0	78	0	0	78	0	0	5000	0	0	594	1	0	164	0	0	0	0	2	0	0	10	1	0	0	0	0	0	0	2	0	0	0	0	1
CHD5	CHD5	mRNA	5	0	5000	6	0	9663	56	0	78348	46	0	68685	0	0	0	0	0	82	0	0	82	0	0	5000	4	0	3687	0	0	111	0	0	0	0	5	0	0	46	1	0	0	0	0	0	0	5	0	0	0	4	0
CHD6	CHD6	mRNA	0	0	5000	0	0	10389	17	0	215964	17	0	205575	0	0	0	0	0	72	0	0	72	0	0	5000	0	0	2063	0	0	178	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
CHD7	CHD7	mRNA	0	0	5000	231	0	11580	253	0	189263	22	0	177683	0	0	0	0	0	74	0	0	74	0	0	5000	0	0	2094	0	0	492	0	0	0	0	0	0	0	22	63	0	0	0	0	169	0	0	0	0	0	0	0
CHD8	CHD8	mRNA	0	0	5000	3	0	8383	17	0	52105	15	0	43722	0	0	0	0	0	74	0	0	76	0	0	10000	0	0	419	0	0	212	0	0	0	0	0	0	0	15	2	0	0	0	0	0	0	1	0	0	0	0	0
CHD9	CHD9	mRNA	0	0	5000	5	0	11462	35	0	272470	30	0	261008	0	0	0	0	0	76	0	0	76	1	0	5000	0	0	2607	0	0	209	0	0	0	0	0	0	0	30	2	0	0	0	0	0	0	3	0	0	1	0	0
CHDC2	CHDC2	mRNA	0	0	5000	0	0	1956	0	0	98135	0	0	96179	0	0	0	0	0	20	0	0	20	0	0	5000	0	0	261	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHDH	CHDH	mRNA	0	0	5000	4	0	3706	7	0	30097	3	0	26391	0	0	0	0	0	16	0	0	16	6	0	5000	0	0	1480	0	0	441	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	2	0	0	6	0	0
CHEK1	CHEK1	mRNA	3	0	10000	4	0	4897	10	0	51120	6	0	46223	0	0	0	0	0	26	0	0	30	3	0	6220	0	0	2155	3	0	1117	0	0	0	0	3	4	0	6	1	0	0	0	0	0	0	0	0	0	3	0	3
CHEK2	CHEK2	mRNA	0	0	5000	45	0	2101	65	0	54092	24	0	51991	0	0	0	0	0	32	0	0	32	1	0	5000	0	0	154	22	0	849	0	0	0	0	0	0	0	24	34	0	0	0	0	4	0	11	0	0	1	0	22
CHEK2P2	CHEK2P2	Non-coding_transcript	0	0	5000	1	0	864	6	0	8815	5	0	7951	0	0	0	0	0	10	0	0	10	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0
CHERP	CHERP	mRNA	4	0	5000	1	0	4095	7	0	24564	5	0	20469	0	0	0	0	0	32	0	0	32	0	0	5000	0	0	1270	1	0	74	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	1
CHFR	CHFR	mRNA	0	0	5000	6	0	3374	47	0	47267	39	0	43893	0	0	0	0	0	40	0	0	36	0	0	5000	3	0	1202	0	0	84	0	0	0	0	0	0	0	39	3	0	0	0	0	0	0	3	0	0	0	3	0
CHGA	CHGA	mRNA	0	0	5000	4	0	2043	17	0	12194	12	0	10151	0	0	0	0	0	14	0	0	14	1	0	5000	1	0	409	0	0	260	0	0	0	0	0	0	0	12	3	0	0	0	0	0	0	1	0	0	1	1	0
CHGB	CHGB	mRNA	7	0	5000	7	0	2650	15	0	14032	7	0	11382	0	0	0	0	0	8	0	0	8	0	0	5000	1	0	310	0	0	306	0	0	0	0	7	0	0	7	6	0	0	0	0	0	0	1	0	0	0	1	0
CHI3L1	CHI3L1	mRNA	3	0	5000	2	0	1837	16	0	7864	13	0	6027	0	0	0	0	0	18	0	0	18	0	0	5000	0	0	514	1	0	171	0	0	0	0	3	0	0	13	1	0	0	0	0	0	0	2	0	0	0	0	1
CHI3L2	CHI3L2	mRNA	0	0	5000	3	0	1611	19	0	15782	14	0	14171	0	0	0	0	0	20	0	0	20	2	0	7052	2	0	226	0	0	409	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0	2	0	0	2	2	0
CHIA	CHIA	mRNA	2	0	5000	12	0	1837	42	0	29715	34	0	27878	0	0	0	0	0	24	0	0	24	0	0	5000	0	0	100	3	0	587	0	0	0	0	2	0	0	34	9	0	0	0	0	0	0	3	0	0	0	0	3
CHIAP2	CHIAP2	Non-coding_transcript	1	0	5000	3	0	2803	6	0	5585	3	0	2782	0	0	0	0	0	14	0	0	14	0	0	5000	0	0	0	0	0	0	0	0	0	0	1	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
CHIC1	CHIC1	mRNA	0	0	5000	0	0	6909	0	0	123954	0	0	117045	0	0	0	0	0	10	0	0	10	0	0	5000	0	0	6097	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHIC2	CHIC2	mRNA	0	0	5000	0	0	1150	4	0	54858	3	0	53708	0	0	0	0	0	10	0	0	10	0	0	5000	1	0	304	0	0	348	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0
CHID1	CHID1	mRNA	9	0	5000	3	0	3817	19	0	47200	15	0	43383	0	0	0	0	0	28	0	0	30	0	0	9184	1	0	1999	0	0	561	0	0	0	0	9	0	0	15	2	0	0	0	0	0	0	1	0	0	0	1	0
CHIT1	CHIT1	mRNA	0	0	5000	5	0	2535	15	0	13654	12	0	11119	0	0	0	0	0	28	0	0	26	0	0	5000	0	0	810	1	0	96	0	0	0	0	0	5	0	12	3	0	0	0	0	1	0	0	0	0	0	0	1
CHKA	CHKA	mRNA	15	0	5000	0	0	2717	6	0	68533	5	0	65816	0	0	0	0	0	22	0	0	22	0	0	5000	0	0	1129	1	0	214	0	0	0	0	15	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1
CHKB	CHKB	mRNA	2	0	5000	0	0	1629	0	0	4042	0	0	2413	0	0	0	0	0	20	0	0	20	0	0	5000	0	0	223	0	0	218	0	0	0	0	2	0	0	0	4	0	0	0	0	1	0	1	0	0	0	0	0
CHKB-CPT1B	CHKB-CPT1B	Non-coding_transcript	0	0	5000	7	0	4276	21	0	14139	14	0	9863	0	0	0	0	0	58	0	0	58	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	7	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
CHL1	CHL1	mRNA	0	0	10000	4	0	10502	38	0	212819	36	0	202317	0	0	0	0	0	56	0	0	56	2	0	11047	0	0	3703	0	0	642	0	0	0	0	0	0	0	36	3	0	0	0	0	0	0	1	0	0	2	0	0
CHM	CHM	mRNA	0	0	10000	41	0	7934	44	0	186382	2	0	178448	1	0	0	0	0	30	0	0	28	0	0	5000	0	0	5923	0	0	30	0	0	0	0	0	0	0	2	19	0	0	0	1	0	0	22	0	0	0	0	0
CHML	CHML	mRNA	0	0	5000	1	0	7066	0	0	7066	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	4931	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
CHMP1A	CHMP1A	mRNA	0	0	5000	1	0	2591	11	0	13355	12	0	10764	0	0	0	0	0	12	0	0	14	3	0	5000	0	0	1635	0	0	197	0	0	0	0	0	1	0	12	1	0	0	0	0	0	0	0	0	0	3	0	0
CHMP1B	CHMP1B	mRNA	0	0	5000	0	0	3060	0	0	3060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	2338	1	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CHMP2A	CHMP2A	mRNA	0	0	5000	0	0	1031	0	0	3554	0	0	2523	0	0	0	0	0	10	0	0	12	0	0	5131	0	0	83	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHMP2B	CHMP2B	mRNA	10	0	5000	8	0	2628	9	0	28286	2	0	25658	0	0	0	0	0	10	0	0	10	0	0	5000	0	0	1726	0	0	291	0	0	0	0	10	0	0	2	5	0	0	0	0	2	0	1	0	0	0	0	0
CHMP3	CHMP3	mRNA	1	0	5000	1	0	3192	0	0	60068	1	0	56876	0	0	0	0	0	12	0	0	12	1	0	5000	0	0	2374	1	0	286	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
CHMP4A	CHMP4A	mRNA	4	0	5000	1	0	1356	0	0	4250	1	0	2894	0	0	0	0	0	10	0	0	10	4	0	5000	0	0	296	0	0	262	0	0	0	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0	4	0	0
CHMP4B	CHMP4B	mRNA	0	0	5000	2	0	1647	5	0	43064	2	0	41417	0	0	0	0	0	8	0	0	8	0	0	5000	0	0	807	1	0	165	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1
CHMP4C	CHMP4C	mRNA	0	0	5000	1	0	1845	5	0	27061	4	0	25216	0	0	0	0	0	8	2	0	8	0	0	5000	0	0	969	0	0	174	0	0	0	0	0	0	0	4	1	0	0	2	0	0	0	0	0	0	0	0	0
CHMP5	CHMP5	mRNA	0	0	5000	0	0	2070	3	0	17191	4	0	15121	0	0	0	0	0	14	0	0	14	1	0	5000	0	0	1241	0	0	200	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0
CHMP6	CHMP6	mRNA	4	0	5000	0	0	1664	18	0	8293	18	0	6629	0	0	0	0	0	14	0	0	14	0	0	5000	0	0	980	0	0	78	0	0	0	0	4	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
CHMP7	CHMP7	mRNA	1	0	5000	0	0	3410	14	0	18363	12	0	14953	0	0	0	0	0	20	0	0	20	0	0	5000	1	0	1400	1	0	648	0	0	0	0	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1	1
CHN1	CHN1	mRNA	0	0	5000	10	0	3310	19	0	206066	13	0	202756	0	0	0	0	0	26	0	0	26	0	0	10126	0	0	802	1	0	954	0	0	0	0	0	6	0	13	6	0	0	0	0	1	0	3	0	0	0	0	1
CHN2	CHN2	mRNA	0	0	5000	0	0	3846	37	0	319824	36	0	315978	0	0	0	0	0	24	0	0	24	0	0	10000	1	0	1593	1	0	678	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	1	1
CHODL	CHODL	mRNA	3	0	5000	0	0	2801	21	0	350031	21	0	347230	0	0	0	0	0	12	0	0	16	2	0	11042	0	0	1332	0	0	669	0	0	0	0	3	0	0	21	0	0	0	0	0	0	0	0	0	0	2	0	0
CHODL-AS1	CHODL-AS1	Non-coding_transcript	0	0	5000	0	0	461	1	0	49937	1	0	49476	0	0	0	0	0	4	0	0	4	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
CHORDC1	CHORDC1	mRNA	0	0	5000	1	0	3385	18	0	22936	17	0	19551	0	0	0	0	0	20	0	0	20	0	0	5000	0	0	1976	0	0	410	0	0	0	0	0	0	0	17	1	0	0	0	0	0	0	0	0	0	0	0	0
CHP1	CHP1	mRNA	0	0	5000	0	0	3228	2	0	50647	3	0	47419	0	0	0	0	0	12	0	0	12	0	0	5000	0	0	2496	0	0	144	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
CHP2	CHP2	mRNA	0	0	5000	0	0	2366	3	0	4309	3	0	1943	0	0	0	0	0	12	0	0	12	0	0	5000	0	0	1352	0	0	423	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
CHPF	CHPF	mRNA	8	0	5000	6	0	3176	0	0	4819	5	0	1643	0	0	0	0	0	6	0	0	8	4	0	5668	0	0	436	1	0	584	0	0	0	0	8	0	0	5	1	0	0	0	0	0	0	5	0	0	4	0	1
CHPF2	CHPF2	mRNA	2	0	5000	3	0	3970	7	0	6321	3	0	2351	0	0	0	0	0	6	0	0	6	0	0	5000	0	0	138	1	0	1513	0	0	0	0	2	0	0	3	1	0	0	0	0	0	0	2	0	0	0	0	1
CHPT1	CHPT1	mRNA	2	0	5000	2	0	1567	13	0	31430	11	0	29863	0	0	0	0	0	16	0	0	16	1	0	5000	0	0	123	0	0	223	0	0	0	0	2	0	0	11	1	0	0	0	0	0	0	1	0	0	1	0	0
CHRAC1	CHRAC1	mRNA	0	0	5000	1	0	2548	1	0	5856	0	0	3308	0	0	0	0	0	4	0	0	6	1	0	5684	1	0	1906	0	0	202	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
CHRD	CHRD	mRNA	0	0	5000	6	0	3521	34	0	9757	28	0	6236	0	0	0	0	0	44	0	0	44	2	0	5000	0	0	407	0	0	246	0	0	0	0	0	0	0	28	1	0	0	0	0	0	0	5	0	0	2	0	0
CHRDL1	CHRDL1	mRNA	0	0	5000	3	0	4159	4	0	122203	1	0	118044	0	0	0	0	0	26	0	0	24	0	0	5210	0	0	2375	0	0	407	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0
CHRDL2	CHRDL2	mRNA	0	0	5000	3	0	1678	21	0	34713	18	0	33035	0	0	0	0	0	22	0	0	22	0	0	5000	0	0	69	0	0	253	0	0	0	0	0	0	0	18	1	0	0	0	0	0	0	2	0	0	0	0	0
CHRFAM7A	CHRFAM7A	mRNA	0	0	5000	3	0	2858	10	0	32422	7	0	29564	0	0	0	0	0	18	0	0	18	0	0	5000	0	0	1053	2	0	806	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	1	0	0	0	0	2
CHRM1	CHRM1	mRNA	0	0	5000	1	0	2823	1	0	12862	0	0	10039	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	1039	0	0	401	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CHRM2	CHRM2	mRNA	0	0	5000	1	0	2973	6	0	148373	5	0	145400	0	0	0	0	0	8	0	0	12	0	0	5594	0	0	758	0	0	814	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0
CHRM3	CHRM3	mRNA	0	0	5000	0	0	2745	6	0	280345	6	0	277600	0	0	0	0	0	8	0	0	8	0	0	5000	0	0	193	0	0	779	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRM4	CHRM4	mRNA	2	0	5000	0	0	1468	0	0	1468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	28	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRM5	CHRM5	mRNA	1	0	5000	0	0	3039	3	0	96199	3	0	93160	0	0	0	0	0	4	0	0	4	0	0	5000	0	0	770	0	0	670	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRNA1	CHRNA1	mRNA	0	0	5000	22	0	2056	37	0	16878	15	0	14822	0	0	0	0	0	18	0	0	18	0	0	5000	0	0	529	0	0	78	0	0	0	0	0	0	0	15	17	0	0	0	0	0	0	5	0	0	0	0	0
CHRNA10	CHRNA10	mRNA	0	0	5000	0	0	1945	2	0	5798	2	0	3853	0	0	0	0	0	8	0	0	8	0	0	5000	0	0	520	0	0	72	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRNA2	CHRNA2	mRNA	4	0	5000	5	0	4067	9	0	19536	7	0	15469	0	0	0	0	0	12	0	0	12	0	0	5000	0	0	1868	0	0	609	0	0	0	0	4	0	0	7	3	0	0	0	0	0	0	2	0	0	0	0	0
CHRNA3	CHRNA3	mRNA	3	0	7252	9	0	3555	14	0	28243	5	0	24688	0	0	0	0	0	14	0	0	14	2	0	5000	0	0	1357	0	0	501	0	0	3	0	3	9	0	5	3	0	0	0	0	1	0	3	0	0	2	0	0
CHRNA4	CHRNA4	mRNA	0	0	5000	14	0	5586	27	0	18087	13	0	12501	0	0	0	0	0	12	0	0	14	3	0	5000	0	0	3428	1	0	701	0	0	0	0	0	14	0	13	7	0	0	0	0	1	0	5	0	0	3	0	1
CHRNA5	CHRNA5	mRNA	0	0	5000	2	0	3623	7	0	29750	3	0	26127	0	0	0	0	0	10	0	0	10	0	0	5000	0	0	2016	3	0	200	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	3
CHRNA6	CHRNA6	mRNA	0	0	5000	0	0	2383	5	0	16150	4	0	13767	0	0	0	0	0	10	0	0	10	0	0	5000	1	0	542	0	0	356	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0
CHRNA7	CHRNA7	mRNA	0	0	5000	5	0	3433	18	0	139699	14	0	136266	0	0	0	0	0	18	0	0	20	0	0	5000	0	0	1725	0	0	112	0	0	0	0	0	4	0	14	1	0	0	0	0	0	0	4	0	0	0	0	0
CHRNA9	CHRNA9	mRNA	0	0	5000	5	0	2276	14	0	19889	9	0	17613	0	0	0	0	0	8	0	0	8	1	0	5000	0	0	697	0	0	139	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	3	0	0	1	0	0
CHRNB1	CHRNB1	mRNA	0	0	5000	6	0	2437	29	0	12527	23	0	10090	0	0	0	0	0	20	0	0	20	4	0	5000	0	0	890	0	0	41	0	0	0	0	0	0	0	23	6	0	0	0	0	0	0	0	0	0	4	0	0
CHRNB2	CHRNB2	mRNA	1	0	5000	8	0	5718	11	0	12097	1	0	6379	0	0	0	0	0	10	0	0	10	0	0	5000	1	0	3945	1	0	264	0	0	0	0	1	0	0	1	7	0	0	0	0	0	0	1	0	0	0	1	1
CHRNB3	CHRNB3	mRNA	0	0	5000	0	0	1953	5	0	39648	4	0	37695	0	0	0	0	0	10	0	0	10	0	0	5000	0	0	448	1	0	128	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
CHRNB4	CHRNB4	mRNA	4	0	5000	6	0	2448	6	0	16952	3	0	14504	0	0	0	0	0	10	0	0	10	0	0	5000	1	0	839	0	0	112	0	0	0	0	4	0	0	3	4	0	0	0	0	0	0	3	0	0	0	1	0
CHRND	CHRND	mRNA	11	0	5000	14	0	2963	7	0	10506	10	0	7543	0	0	0	0	0	22	0	0	24	18	0	5000	2	0	1353	0	0	56	0	0	0	0	11	14	0	10	9	0	0	0	0	2	0	1	0	0	18	2	0
CHRNE	CHRNE	mRNA	10	0	5000	49	0	2460	42	0	5306	23	0	2846	0	0	0	0	0	22	0	0	22	0	0	5000	1	0	967	0	0	11	0	0	0	0	10	0	0	23	33	0	0	0	0	2	0	15	0	0	0	1	0
CHRNG	CHRNG	mRNA	1	0	5000	9	0	2187	11	0	6602	11	0	4415	0	0	0	0	0	22	0	0	22	5	0	5000	0	0	612	0	0	21	0	0	0	0	1	0	0	11	4	0	0	0	0	5	0	0	0	0	5	0	0
CHST1	CHST1	mRNA	0	0	5000	1	0	3940	4	0	17968	2	0	14028	0	0	0	0	0	6	0	0	6	1	0	5000	1	0	1999	0	0	705	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	1	0
CHST10	CHST10	mRNA	0	0	5000	2	0	2854	10	0	25809	6	0	22955	0	0	0	0	0	12	0	0	12	0	0	5000	1	0	1385	1	0	398	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	1	1
CHST11	CHST11	mRNA	0	0	5000	1	0	5768	17	0	305101	16	0	299333	0	0	0	0	0	4	0	0	6	2	0	5000	0	0	4211	0	0	498	0	0	0	0	0	0	0	16	1	0	0	0	0	0	0	0	0	0	2	0	0
CHST12	CHST12	mRNA	0	0	5000	0	0	2133	0	0	31022	0	0	28889	0	0	0	0	0	2	0	0	6	0	0	5000	0	0	697	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHST13	CHST13	mRNA	0	0	5000	4	0	1784	27	0	19004	22	0	17220	0	0	0	0	0	4	0	0	4	0	0	5000	1	0	713	0	0	45	0	0	0	0	0	0	0	22	2	0	0	0	0	0	0	2	0	0	0	1	0
CHST14	CHST14	mRNA	0	0	5000	9	0	2198	0	0	2198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	814	0	0	253	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0
CHST15	CHST15	mRNA	0	0	10000	2	0	6524	13	0	85942	13	0	79418	0	0	0	0	0	14	0	0	16	0	0	6183	2	0	3912	0	0	752	0	0	0	0	0	0	1	13	1	0	0	0	0	0	0	0	0	0	0	2	0
CHST2	CHST2	mRNA	0	0	5000	0	0	4137	0	0	4239	0	0	102	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	1605	0	0	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHST3	CHST3	mRNA	0	0	5000	23	0	6973	27	0	49203	3	0	42230	0	0	0	0	0	4	0	0	4	1	0	5000	1	0	5093	0	0	440	0	0	0	0	0	0	0	3	20	0	0	0	0	3	0	0	0	0	1	1	0
